external_id,trade_date,portfolio,category_name,market,symbol,name,side,quantity,price,exchange_rate,fee,tax,note
D倉長線-2025-04-07-QQQ-BUY-13,2025-04-07,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,BUY,24,415.05,33,0,0,加碼5%
DEPOSIT-2025-04-13-13,2025-04-13,martingale,D倉(長線),US,CASH,擴大分母 (入金),DEPOSIT,1000000,1,1,0,0,擴大分母 NT$1000000 匯率33
D倉長線-2025-04-14-SPY-BUY-15,2025-04-14,martingale,D倉(長線),US,SPY,S&P 500 ETF,BUY,8,542.9,33,0,0,加碼2%
D倉長線-2025-04-14-SOXX-BUY-16,2025-04-14,martingale,D倉(長線),US,SOXX,Semiconductor ETF,BUY,26,176.23,33,0,0,加碼2%
D倉長線-2025-04-14-QQQ-BUY-17,2025-04-14,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,BUY,10,462.78,33,0,0,加碼2%
D倉長線-2025-04-25-SPY-BUY-18,2025-04-25,martingale,D倉(長線),US,SPY,S&P 500 ETF,BUY,4,546.68,33,0,0,加碼1%
D倉長線-2025-04-25-SOXX-BUY-19,2025-04-25,martingale,D倉(長線),US,SOXX,Semiconductor ETF,BUY,12,181.25,33,0,0,加碼1%
D倉長線-2025-04-25-QQQ-BUY-20,2025-04-25,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,BUY,4,466.98,33,0,0,加碼1%
D倉長線-2025-05-20-QQQ-SELL-21,2025-05-20,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,SELL,6,519.65,33,0,0,減碼1.1%
D倉長線-2025-05-20-SPY-SELL-22,2025-05-20,martingale,D倉(長線),US,SPY,S&P 500 ETF,SELL,5,593.22,33,0,0,減碼1.1%
D倉長線-2025-05-20-SOXX-SELL-23,2025-05-20,martingale,D倉(長線),US,SOXX,Semiconductor ETF,SELL,15,210.49,33,0,0,減碼1.1%
D倉長線-2025-05-23-QQQ-SELL-24,2025-05-23,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,SELL,6,506.18,33,0,0,減碼1%
D倉長線-2025-05-23-SPY-SELL-25,2025-05-23,martingale,D倉(長線),US,SPY,S&P 500 ETF,SELL,5,575.98,33,0,0,減碼1%
D倉長線-2025-05-23-SOXX-SELL-26,2025-05-23,martingale,D倉(長線),US,SOXX,Semiconductor ETF,SELL,13,200.47,33,0,0,減碼1%
D倉長線-2025-05-23-TLT-BUY-27,2025-05-23,martingale,D倉(長線),US,TLT,20+ Year Treasury Bond,BUY,55,84.77,33,0,0,加碼2%
D倉長線-2025-06-11-QQQ-SELL-28,2025-06-11,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,SELL,6,535.07,33,0,0,減碼1%
D倉長線-2025-06-11-SPY-SELL-29,2025-06-11,martingale,D倉(長線),US,SPY,S&P 500 ETF,SELL,5,603.44,33,0,0,減碼1%
D倉長線-2025-06-11-SOXX-SELL-30,2025-06-11,martingale,D倉(長線),US,SOXX,Semiconductor ETF,SELL,13,228.74,33,0,0,減碼1%
D倉長線-2025-07-17-QQQ-SELL-31,2025-07-17,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,SELL,6,558,33,0,0,減碼1%
D倉長線-2025-07-17-SPY-SELL-32,2025-07-17,martingale,D倉(長線),US,SPY,S&P 500 ETF,SELL,5,624.4,33,0,0,減碼1%
D倉長線-2025-07-17-SOXX-SELL-33,2025-07-17,martingale,D倉(長線),US,SOXX,Semiconductor ETF,SELL,13,245.35,33,0,0,減碼1%
D倉長線-2025-07-17-IWM-SELL-34,2025-07-17,martingale,D倉(長線),US,IWM,Russell 2000 ETF,SELL,34,221.08,33,0,0,減碼2.54%
D倉長線-2025-08-01-QQQ-SELL-35,2025-08-01,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,SELL,6,558.83,33,0,0,減碼1%
D倉長線-2025-08-01-SPY-SELL-36,2025-08-01,martingale,D倉(長線),US,SPY,S&P 500 ETF,SELL,5,626.3,33,0,0,減碼1%
D倉長線-2025-08-01-SOXX-SELL-37,2025-08-01,martingale,D倉(長線),US,SOXX,Semiconductor ETF,SELL,13,235.51,33,0,0,減碼1%
D倉長線-2025-08-01-IWM-SELL-38,2025-08-01,martingale,D倉(長線),US,IWM,Russell 2000 ETF,SELL,1,216.22,33,0,0,減碼1%
D倉長線-2025-08-04-TLT-BUY-40,2025-08-04,martingale,D倉(長線),US,TLT,20+ Year Treasury Bond,BUY,132,87.85,33,0,0,加碼5%
D倉長線-2025-08-20-QQQ-SELL-41,2025-08-20,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,SELL,6,568.22,33,0,0,減碼1%
D倉長線-2025-08-20-SPY-SELL-42,2025-08-20,martingale,D倉(長線),US,SPY,S&P 500 ETF,SELL,5,639.4,33,0,0,減碼1%
D倉長線-2025-08-20-SOXX-SELL-43,2025-08-20,martingale,D倉(長線),US,SOXX,Semiconductor ETF,SELL,13,244.63,33,0,0,減碼1%
D倉長線-2025-08-21-QQQ-SELL-45,2025-08-21,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,SELL,6,564.47,33,0,0,減碼1%
D倉長線-2025-08-21-SPY-SELL-46,2025-08-21,martingale,D倉(長線),US,SPY,S&P 500 ETF,SELL,5,636.52,33,0,0,減碼1%
D倉長線-2025-08-21-SOXX-SELL-47,2025-08-21,martingale,D倉(長線),US,SOXX,Semiconductor ETF,SELL,13,242.89,33,0,0,減碼1%
D倉長線-2025-08-26-IJR-BUY-48,2025-08-26,martingale,D倉(長線),US,IJR,S&P Small-Cap 600,BUY,51,117.95,33,0,0,新增2.6%
D倉長線-2025-09-10-QQQ-SELL-49,2025-09-10,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,SELL,6,583.74,33,0,0,減碼1%
D倉長線-2025-09-10-SPY-SELL-50,2025-09-10,martingale,D倉(長線),US,SPY,S&P 500 ETF,SELL,5,653.63,33,0,0,減碼1%
D倉長線-2025-09-10-SOXX-SELL-51,2025-09-10,martingale,D倉(長線),US,SOXX,Semiconductor ETF,SELL,13,253.04,33,0,0,減碼1%
D倉長線-2025-09-10-SQQQ-BUY-53,2025-09-10,martingale,D倉(長線),US,SQQQ,ProShares UltraPro Short QQQ,BUY,412,16.95,33,0,0,新增3%
D倉長線-2025-09-16-SQQQ-BUY-54,2025-09-16,martingale,D倉(長線),US,SQQQ,ProShares UltraPro Short QQQ,BUY,435,16.08,33,0,0,加碼3%
D倉長線-2025-09-23-QQQ-SELL-55,2025-09-23,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,SELL,6,602.35,33,0,0,減碼1%
D倉長線-2025-09-23-SPY-SELL-56,2025-09-23,martingale,D倉(長線),US,SPY,S&P 500 ETF,SELL,5,666.72,33,0,0,減碼1%
D倉長線-2025-09-23-SOXX-SELL-57,2025-09-23,martingale,D倉(長線),US,SOXX,Semiconductor ETF,SELL,13,270.6,33,0,0,減碼1%
D倉長線-2025-09-25-SQQQ-BUY-59,2025-09-25,martingale,D倉(長線),US,SQQQ,ProShares UltraPro Short QQQ,BUY,441,15.84,33,0,0,加碼3%
D倉長線-2025-10-29-QQQ-SELL-61,2025-10-29,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,SELL,2,635.59,33,0,0,減碼1%
D倉長線-2025-10-29-SOXX-SELL-63,2025-10-29,martingale,D倉(長線),US,SOXX,Semiconductor ETF,SELL,6,309.87,33,0,0,減碼1%
SPLIT-2025-11-20-SQQQ-63,2025-11-20,martingale,D倉(長線),US,SQQQ,ProShares UltraPro Short QQQ,SPLIT,0.2,1,1,0,0,合股1:5
D倉長線-2026-01-21-TLT-BUY-66,2026-01-21,martingale,D倉(長線),US,TLT,20+ Year Treasury Bond,BUY,16,86.82,33,0,0,加碼0.6%
D倉長線-2026-02-24-IWM-BUY-67,2026-02-24,martingale,D倉(長線),US,IWM,Russell 2000 ETF,BUY,11,212,33,0,0,加碼1%
D倉長線-2026-02-24-QQQ-BUY-68,2026-02-24,martingale,D倉(長線),US,QQQ,Nasdaq 100 ETF,BUY,5,445,33,0,0,加碼1%
D倉長線-2026-02-24-SQQQ-SELL-69,2026-02-24,martingale,D倉(長線),US,SQQQ,ProShares UltraPro Short QQQ,SELL,257,68.27,33,0,0,剔除9%
